区域,名称,景点id,类型,级别,热度,地址,特色,经度,纬度,票价,月销量,图片
广东·潮州,绿太阳生态旅游度假区,1388388426,城市观光,无级别,热度 0.0,广东省潮州市登塘镇绿太阳度假区,潮州旅游新地标,116.514538,23.688828,¥66 起,60,http://img1.qunarzz.com/sight/p0/2003/ec/ec0c57a9a87e0d00a3.img.jpg_280x200_28b2a3c1.jpg
广东·广州·白云区,时代美术馆,1668279891,展馆,无级别,热度 0.0,广州市白云大道北黄边北路151号时代玫瑰园3期,让观众与艺术家进行零距离交流,113.292899,23.228738,¥5 起,60,http://img1.qunarzz.com/sight/p0/1508/5d/03078701ebe4e9f0dc96b4fc464854ba.water.jpg_280x200_fe2cf4cf.jpg
广东·广州·荔湾区,荔枝湾游船—西关风情,1060626045,农家度假,无级别,热度 0.0,广东省广州市荔湾区龙津西路94号文津古玩城,西关文化历史和生态文明发展的见证,113.243576,23.126637,¥98 起,60,http://img1.qunarzz.com/sight/p0/201403/07/7c2836a262af6ab201b146508abee8f8.jpg_280x200_74bc135c.jpg
广东·汕头·南澳县,南澳总兵府,743509778,古建筑,无级别,热度 0.0,广东省汕头市南澳县,海岛总兵府，历史文化的内涵丰富,117.108124,23.458542,¥10 起,60,http://img1.qunarzz.com/sight/p0/201403/11/2d123337066f909a4661bac53ac44ae2.jpg_280x200_d43ba447.jpg
广东·汕头·南澳县,南澳总兵府,743509778,文化古迹,无级别,热度 0.0,广东省汕头市南澳县,海岛总兵府，历史文化的内涵丰富,117.108124,23.458542,¥10 起,60,http://img1.qunarzz.com/sight/p0/201403/11/2d123337066f909a4661bac53ac44ae2.jpg_280x200_d43ba447.jpg
海南·海口·琼山区,海南世外桃源休闲山庄,4184624200,农家度假,无级别,热度 0.0,海南省海口市旧州镇墩插村（红旗镇往旧州镇方向7.5公里处）,休闲、旅游、渡假、养生的好地方,110.458425,19.803787,¥7 起,60,http://img1.qunarzz.com/sight/p0/1701/cd/cd0aa27188880bd2a3.water.jpg_280x200_4501e26f.jpg
河南·郑州,盛世汤泉,3716117610,游乐场,无级别,热度 0.0,河南省郑州高新区西四环和梧桐街南100米路西,综合性汤泉养生休闲场所,113.542885,34.798918,¥29.9 起,60,http://img1.qunarzz.com/sight/p0/1711/f0/f0c4ae318d80aff0a3.img.jpg_280x200_91161204.jpg
湖南·长沙·岳麓区,长沙云顶星河游乐王国,2797071880,游乐场,无级别,热度 0.0,湖南省长沙市岳麓区枫林三路1099号（步步高·梅溪新天地内B区）,时尚惊奇的游乐新体验,112.866536,28.20372,¥118 起,60,http://img1.qunarzz.com/sight/p0/1611/15/15eed84887e36f0aa3.img.jpg_280x200_b5dcb116.jpg
江苏·苏州·平江区,耦园,2702625460,公园,无级别,热度 0.0,江苏省苏州市平江区小新桥巷7号,苏州园林之一，黄石假山为其特色,120.644101,31.321781,¥12.5 起,60,http://img1.qunarzz.com/sight/p0/201403/07/a1c5d0e063b27759679296ea0e87dd97.jpg_280x200_7ec80ab4.jpg
江苏·苏州·相城区,牧谷农场,2520261945,农家度假,无级别,热度 0.0,江苏省苏州市牧谷农场（苏州市相城区北桥街道灵峰村樊店路与生态路交界）,现场美爆的场景光影交织的盛宴,120.629014,31.536533,¥29.5 起,60,http://img1.qunarzz.com/sight/p0/1904/45/456c0ebb31c653dba3.img.jpg_280x200_e6d5bbf6.jpg
江苏·扬州·广陵区,扬州八怪纪念馆,1927184485,展馆,无级别,热度 0.0,江苏省扬州市广陵区驼岭巷18号扬州八怪纪念馆,弘扬扬州八怪艺术成就的专业纪念馆,119.437966,32.404712,¥19.8 起,60,http://img1.qunarzz.com/sight/p0/201307/05/609c5867dbec0ac6c8d65eac.png_280x200_b5b84314.png
天津·天津·和平区,张园,3308929294,城市观光,无级别,热度 0.0,天津和平区鞍山道59号,清代两湖统制张彪的豪华宅院,117.20457213713,39.13652061,¥24 起,60,http://img1.qunarzz.com/sight/p0/1503/31/318db17e58e1fc37.water.jpg_280x200_c0230a0a.jpg
天津·天津·和平区,张园,3308929294,文化古迹,无级别,热度 0.0,天津和平区鞍山道59号,清代两湖统制张彪的豪华宅院,117.20457213713,39.13652061,¥24 起,60,http://img1.qunarzz.com/sight/p0/1503/31/318db17e58e1fc37.water.jpg_280x200_c0230a0a.jpg
天津·天津·河北区,奥体动力游泳馆,2055481689,运动健身,无级别,热度 0.0,天津市河北区望海楼街万柳村大街如家酒店旁,您和家人放松身心的理想天地,117.221714,39.161464,¥36 起,60,http://img1.qunarzz.com/sight/p0/1707/34/3427d2444e5aee86a3.img.jpg_280x200_5597a888.jpg
云南·保山·腾冲,龙江特大桥,3257152388,城市观光,无级别,热度 0.0,云南省保山市腾冲县S10保腾高速东龙江特大桥,位于横断山脉南段，路桥垂直跨越龙江,98.671711,24.846713,¥198 起,60,http://img1.qunarzz.com/sight/p0/1802/31/314a96279054d5bca3.water.jpg_280x200_2acde396.jpg
云南·昆明·盘龙区,花之城,2212153093,公园,无级别,热度 0.0,云南省昆明市盘龙区金瓦路8188号,云南之行，美之一站,102.795125,25.059343,¥20 起,60,http://img1.qunarzz.com/sight/p0/1412/80/86fc620a3e6857725324fbe7ec76d9ba.water.jpg_280x200_4051f21e.jpg
江西·抚州·临川区,名人雕塑园,2668448831,城市观光,4A景区,热度 0.0,江西省抚州市临川区王安石大道,集学术研究、文化传承、教育娱乐于一体,116.364535,27.94219,¥738 起,60,http://img1.qunarzz.com/sight/p0/1707/b5/b50479ae9f070d47a3.water.jpg_280x200_c17b9ed0.jpg
江西·吉安·安福县,安福武功山,3836409635,公园,4A景区,热度 0.0,江西省吉安市安福县泰山乡文家村,山色风光旖旎，文化源远流长,114.284206,27.475142,¥90 起,60,http://img1.qunarzz.com/sight/p0/201309/27/661acb22614eae2bc8d65eac.jpg_280x200_73c8ac07.jpg
江西·吉安·安福县,安福武功山,3836409635,山川,4A景区,热度 0.0,江西省吉安市安福县泰山乡文家村,山色风光旖旎，文化源远流长,114.284206,27.475142,¥90 起,60,http://img1.qunarzz.com/sight/p0/201309/27/661acb22614eae2bc8d65eac.jpg_280x200_73c8ac07.jpg
山西·忻州·芦芽山,万年冰洞,1764007341,公园,4A景区,热度 0.0,山西省忻州市宁武县东寨镇春景洼乡麻地沟村,一冰一火，奇特冰洞,112.162416,38.959733,¥108 起,60,http://img1.qunarzz.com/sight/p0/1503/d3/d3c210ff2f0a4950.water.jpg_280x200_6d576cb9.jpg
湖北·黄冈·黄州区,东坡赤壁,3270358134,古建筑,4A景区,热度 0.86,湖北省黄冈市黄州区公园路11号,是旅游圈东部游憩带中的龙头旅游景区,114.873446,30.458114,¥9 起,59,http://img1.qunarzz.com/sight/p0/201403/07/ea6914e55cab2394603d192a2c3bc728.jpg_280x200_101e9952.jpg
山东·青岛·市南区,海军博物馆,1558177493,展馆,3A景区,热度 0.78,山东省青岛市市南区莱阳路8号,一座大型专业性军事博物馆,120.335671,36.060933,¥98 起,59,http://img1.qunarzz.com/sight/p0/201403/07/477ef37c5839e969efc9168ce58a55eb.jpg_280x200_58650535.jpg
海南·海口·秀英区,观澜湖高尔夫球会,101065638,运动健身,无级别,热度 0.0,海南省海口市秀英区观澜湖大道1号,观澜湖高尔夫球会座落于中国海南岛的万年火山岩地貌之上，该高尔夫度假区将成为这个热带度假天堂的瞩目亮点，提供多彩多姿、康乐,110.328531,19.915395,¥1800 起,59,http://img1.qunarzz.com/sight/p0/201306/18/e6cb6b8f3bc8d6fac8d65eac.jpg_280x200_8ca1ac76.jpg
河北·石家庄·裕华区,亚太游泳馆,4125964266,运动健身,无级别,热度 0.0,河北省石家庄市裕华区青园街215号,感受游泳的魅力,114.525348,38.033967,¥29.8 起,59,http://img1.qunarzz.com/sight/p0/1412/f9/8afb1e4d167086c4037c33a59969d274.water.jpg_280x200_8586695e.jpg
江西·九江·庐山市,庐山上汤温泉,94190362,农家度假,无级别,热度 0.0,江西省九江市星子县温泉镇,仙山名湖温泉，一处人人向往的桃源仙境,115.936258,29.423001,¥112.9 起,59,http://img1.qunarzz.com/sight/p0/1410/23/02f4bc614b0c4a94b4199e3a84ef1e23.jpg_280x200_a955b848.jpg
山东·聊城,水城之眼摩天轮,3429197874,城市观光,无级别,热度 0.0,山东省聊城市湖南路中段，南关街交叉口,全球首座建筑与摩天轮相结合的城市地标,115.976973,36.435698,¥55 起,59,http://img1.qunarzz.com/sight/p0/1605/ff/ffb6382ab4faa0c790.water.jpg_280x200_f9f71c41.jpg
山西·运城·芮城县,颐和尚景锶温泉,3365555585,运动健身,无级别,热度 0.0,山西省运城市芮城县风陵渡镇田上坡底印象风陵颐和尚景锶温泉,含温泉、窑洞、水上娱乐、SPA养生酒店,110.323403,34.660785,¥88 起,59,http://img1.qunarzz.com/sight/p0/1702/cb/cb2c4c4edeb933bfa3.img.jpg_280x200_7b6fbd52.jpg
重庆·重庆·江津区,美樱花海,3764470708,农家度假,无级别,热度 0.0,重庆市江津区石门镇金龙村,四季赏花，花海美景和娱乐赏玩相结合,106.016971,29.147443,¥29.8 起,59,http://img1.qunarzz.com/sight/p0/1704/b9/b9db04d4fc49a45aa3.img.jpg_280x200_804d8afd.jpg
江西·赣州·石城县,石城九寨温泉,1436026640,游乐场,3A景区,热度 0.0,江西省赣州市石城县,九寨温泉是江西乃至全国少有的“双料”温泉,116.375326,26.255795,¥148 起,59,http://img1.qunarzz.com/sight/p0/1410/15/5f5297a228553bf3599c904899337917.jpg_280x200_f54c9fdb.jpg
浙江·宁波·东钱湖,宁波东钱湖小普陀,3565738214,古建筑,3A景区,热度 0.0,浙江省宁波市鄞州区东钱湖镇小普陀景区,"凤凰城里凤凰游,人自堤行江自流",121.663567,29.775464,¥3 起,59,http://img1.qunarzz.com/sight/p0/201301/07/a3381afc6ed9617593835fbb.jpg_280x200_b4671093.jpg
广西·南宁·青秀区,地王云顶,896091654,城市观光,3A景区,热度 0.78,广西壮族自治区南宁市青秀区金湖路59号地王大厦59楼,西南著名高楼，特色透明玻璃走廊,108.376465,22.822297,¥40 起,58,http://img1.qunarzz.com/sight/p0/201403/24/b42f530cfe4d87053d35d18c4bc1bd04.jpg_280x200_d481306a.jpg
浙江·杭州·西湖,苏堤春晓,443219987,城市观光,无级别,热度 0.74,浙江省杭州市西湖区苏堤上,西湖十景之首,120.138273,30.243836,¥65 起,58,http://img1.qunarzz.com/sight/p0/1603/b1/b1db3199de6fe3790.water.jpg_280x200_1feccdf3.jpg
浙江·杭州·西湖,苏堤春晓,443219987,古建筑,无级别,热度 0.74,浙江省杭州市西湖区苏堤上,西湖十景之首,120.138273,30.243836,¥65 起,58,http://img1.qunarzz.com/sight/p0/1603/b1/b1db3199de6fe3790.water.jpg_280x200_1feccdf3.jpg
浙江·杭州·西湖,苏堤春晓,443219987,文化古迹,无级别,热度 0.74,浙江省杭州市西湖区苏堤上,西湖十景之首,120.138273,30.243836,¥65 起,58,http://img1.qunarzz.com/sight/p0/1603/b1/b1db3199de6fe3790.water.jpg_280x200_1feccdf3.jpg
江苏·南京·栖霞区,栖霞山,1264213236,山川,4A景区,热度 0.72,江苏省南京市栖霞区栖霞街88号,一座栖霞山，半部金陵史,118.974915,32.162047,¥21.9 起,58,http://img1.qunarzz.com/sight/p0/1603/5e/5ef2033d103ec26a90.water.jpg_280x200_d7fdfd10.jpg
江苏·镇江·润州区,南山,3017933696,山川,4A景区,热度 0.72,江苏省镇江市润州区竹林路98号,重峦叠翠、茂林修竹、山深水秀、泉涌溪流,119.458875,32.185477,¥36 起,58,http://img1.qunarzz.com/sight/p0/1504/d8/d8d6758f6b6fc56c.water.jpg_280x200_ddfc913a.jpg
重庆·重庆·渝中区,红岩革命纪念馆,2252205959,展馆,4A景区,热度 0.72,重庆市渝中区红岩村52号,全国一流爱国主义教育基地和参观旅游胜地,106.505371,29.559427,¥300 起,58,http://img1.qunarzz.com/sight/p0/1411/69/9231f542ddef52b04461d7c9b3733859.water.jpg_280x200_584c9d10.jpg
北京·北京·门头沟区,灵水村,1854655289,古建筑,无级别,热度 0.7,北京市门头沟区斋堂镇灵水村,“爸爸去哪儿”的起点,115.702706,39.978714,¥20 起,58,http://img1.qunarzz.com/sight/p0/1603/8d/8d8fb39b7ccc885090.water.jpg_280x200_0e960c49.jpg
广东·广州·增城,大丰门风景区,1838546359,公园,无级别,热度 0.7,广东省广州市增城仙泉中路3号,奇峰秀水，怡清洗肺的大氧吧,113.778754,23.574905,¥19.9 起,58,http://img1.qunarzz.com/sight/p0/1603/ee/ee3013caaa28ae7490.water.jpg_280x200_9e649875.jpg
江苏·苏州·太湖西山岛,石公山,1334609185,山川,无级别,热度 0.7,江苏省苏州市吴中区金庭镇石公村,一颗太湖石的美丽传说,120.302636,31.068522,¥45 起,58,http://img1.qunarzz.com/sight/p0/201212/18/2ce0dcd6fbb65c7893835fbb.jpg_280x200_83b4ac7e.jpg
浙江·杭州·临安市,浙西天池,1035643133,农家度假,无级别,热度 0.7,浙江省杭州临安市大峡谷镇,集度假、观光、餐饮、住宿、娱乐为一体,119.082158,30.263704,¥3 起,58,http://img1.qunarzz.com/sight/p0/1603/b3/b3f0ec5e50b63c9490.water.jpg_280x200_e70a3b2e.jpg
安徽·安庆·岳西县,明堂山,3627169859,山川,4A景区,热度 0.7,安徽省安庆市岳西县河图镇,远离城市雾霾,116.108917,30.862298,¥45 起,58,http://img1.qunarzz.com/sight/p0/1605/a3/a3babe2bec5ac30590.water.jpg_280x200_76b599a5.jpg
浙江·杭州·余杭区,山沟沟,3934717672,公园,4A景区,热度 0.7,浙江省杭州市余杭区鸬鸟镇太平山沟沟村下余65号（双溪漂流上游）,光阴荏苒，千年流传古村落,119.724885,30.436609,¥70.5 起,58,http://img1.qunarzz.com/sight/p0/1505/93/93bc1aacad975843.water.jpg_280x200_b899bd10.jpg
浙江·杭州·余杭区,山沟沟,3934717672,山川,4A景区,热度 0.7,浙江省杭州市余杭区鸬鸟镇太平山沟沟村下余65号（双溪漂流上游）,光阴荏苒，千年流传古村落,119.724885,30.436609,¥70.5 起,58,http://img1.qunarzz.com/sight/p0/1505/93/93bc1aacad975843.water.jpg_280x200_b899bd10.jpg
北京·北京·西城区,北京郭沫若纪念馆,3371299010,展馆,无级别,热度 0.0,北京西城区前海西街18号,1954年的一天，郭沫若为祝福患病的夫人于立群早日康复，与孩子们共同种下一棵银杏树，并把它命名为“妈妈树”。当9年后郭沫,116.39583,39.941505,¥198 起,58,http://img1.qunarzz.com/sight/p0/1412/b7/c6e753baa6b57a35ad5e1b1742d22470.water.jpg_280x200_38dd32ab.jpg
广东·珠海·香洲区,海上看珠海,387485396,城市观光,无级别,热度 0.0,广东省珠海市香洲区九州港客运码头,海上大黄蜂 带你全视角观赏港珠澳大桥,113.598578,22.245129,¥238 起,58,http://img1.qunarzz.com/sight/p0/201304/17/f3b5735b997d5059c8d65eac.jpg_280x200_67aceb6c.jpg
河北·张家口·宣化区,假日绿岛欢乐农场,888716554,城市观光,无级别,热度 0.0,河北省张家口宣化县塔儿村乡窑子头村东500米,放松心情的好去处,114.942053,40.592167,¥28 起,58,http://img1.qunarzz.com/sight/p0/1701/31/31b64711445cf1aca3.img.jpg_280x200_02edcf5d.jpg
湖北·武汉·蔡甸区,金龙水寨旅游景区,4162933140,农家度假,无级别,热度 0.0,湖北武汉市蔡甸区索河镇龚家渡金龙湖畔,自然营造出一种独特的水生湿地环境,113.939687,30.554446,¥48 起,58,http://img1.qunarzz.com/sight/p0/1509/e4/13982f434b44af687916965e351c02fc.water.jpg_280x200_79059407.jpg
湖北·武汉·黄陂区,胜天农庄,3379098692,农家度假,无级别,热度 0.0,湖北省武汉市黄陂区王家河镇,依山就势，仿佛置身一幅山水图画中,114.449633,31.050688,¥65 起,58,http://img1.qunarzz.com/sight/p0/1504/89/892ea25a5d7d77cd.water.jpg_280x200_011cd233.jpg
湖北·仙桃,百万花海,1392043570,城市观光,无级别,热度 0.0,湖北省仙桃市长埫口镇刘家垸村,带你来花的海洋,113.708296,30.377155,¥60 起,58,http://img1.qunarzz.com/sight/p0/1703/8c/8c83e88a39d1b9e1a3.img.jpg_280x200_154474de.jpg
湖北·咸宁·咸安区,武汉松鼠部落森林假日公园,856452494,公园,无级别,热度 0.0,湖北省咸宁市咸安区余伸（武汉松鼠部落森林假日公园）,以松鼠为主题的户外亲子乐园,114.362686,30.01927,¥58.9 起,58,http://img1.qunarzz.com/sight/p0/1809/34/3412282e8fa8ffa3a3.img.jpg_280x200_01204c4a.jpg
江苏·南通·港闸区,南通探险王国,2709752901,游乐场,无级别,热度 0.0,江苏省南通市港闸区北大街1号,以室内高科技游乐项目为主,120.866203,32.047203,¥8 起,58,http://img1.qunarzz.com/sight/p0/1904/8f/8f0b0d5f4db64e82a3.water.jpg_280x200_dfb81c34.jpg
江苏·苏州·吴中区,创想机器人科技馆,671965741,展馆,无级别,热度 0.0,江苏省苏州市吴中区友翔路18号创想机器人科技馆,学习前沿知识，感受科技魅力,120.588803,31.192293,¥55 起,58,http://img1.qunarzz.com/sight/p0/1608/9d/9dabec5e2859b6eea3.img.jpg_280x200_8a134cdf.jpg
江苏·苏州·周庄,沈厅,972992305,城市观光,无级别,热度 0.0,江苏省苏州市周庄古镇南市街96号,广厦百余椽，良田千亩，逐成一镇巨室,120.857232,31.118999,¥48 起,58,http://img1.qunarzz.com/sight/p0/201403/11/82bc73c03fec37d98270be4c48b73f89.jpg_280x200_85c72d41.jpg
江西·抚州·抚州市,仙盖山,4195333089,游乐场,无级别,热度 0.0,抚州仙盖山景区 江西省抚州市临川区河埠乡斯和村,大型野生动物园与游玩项目,116.353309,27.813947,¥128 起,58,http://img1.qunarzz.com/sight/p0/1901/1f/1f31b5656a85f3aa3.img.jpg_280x200_c60ab5b4.jpg
江西·南昌·新建区,怪石岭,2544546503,山川,无级别,热度 0.0,江西省南昌市新建县溪霞镇,奇石横生，怪得有趣，都有一个美好的故事,115.830576,28.864034,¥45 起,58,http://img1.qunarzz.com/sight/p0/1608/9c/9c744efe971f8966a3.water.jpg_280x200_c3616f30.jpg
山东·东营·广饶孙子文化旅游度假区,广饶孙子文化园,2932228676,公园,无级别,热度 0.0,山东省东营市广饶县孙子文化旅游度假区内,采用动静结合的手法实现文化与项目有效结合,118.465206,37.05329,¥49.9 起,58,http://img1.qunarzz.com/sight/p0/201407/11/d9035a0cfb4229be649334571d806de9.jpg_280x200_ebe18227.jpg
天津·天津·南开区,津门故里,1557904161,古建筑,无级别,热度 0.0,天津市南开区,在古代是祭祀海神和船工聚会娱乐之场所,117.199597,39.147369,¥1.4 起,58,http://img1.qunarzz.com/sight/p0/201301/18/49af7c1be33b955793835fbb.jpg_280x200_a1476051.jpg
天津·天津·南开区,津门故里,1557904161,文化古迹,无级别,热度 0.0,天津市南开区,在古代是祭祀海神和船工聚会娱乐之场所,117.199597,39.147369,¥1.4 起,58,http://img1.qunarzz.com/sight/p0/201301/18/49af7c1be33b955793835fbb.jpg_280x200_a1476051.jpg
